Wavelength,Alexa Fluor 647,Alexa Fluor 700,APC ,FITC,Pacific Blue,"PE (R-PE, R-phycoerythrin)",PE-Cy7,PerCP-Cy5.5
774,5.134730397,12.95794,0,0,0,0,94.2677907,14.8822135
775,4.988036885,12.50001,0,0,0,0,95.9217101,14.5298753
776,4.716556297,12.35911,0,0,0,0,97.3615031,14.211738
777,4.637326942,12.23329,0,0,0,0,98.3577643,13.8584817
778,4.43049714,12.01189,0,0,0,0,99.136978,13.4783696
779,4.330453911,11.85588,0,0,0,0,99.7753132,13.1446239
780,4.27335655,11.34259,0,0,0,0,100,12.8076647
781,4.169583161,11.15138,0,0,0,0,99.8458649,12.4394885
782,3.949923745,10.75887,0,0,0,0,99.4843438,12.085314
783,3.847345789,10.74376,0,0,0,0,98.8630849,11.7095632
784,3.713565281,10.18519,0,0,0,0,97.9420937,11.3496503
785,3.588409878,9.983906,0,0,0,0,96.9312279,10.9856058
786,3.589296623,9.868166,0,0,0,0,95.7354448,10.670682
787,3.453612337,9.606493,0,0,0,0,94.1574695,10.3266072
788,3.411932731,9.374997,0,0,0,0,92.5352309,10.0006657
789,3.370016652,9.661849,0,0,0,0,90.55956,9.6923984
790,3.324595256,9.307258,0,0,0,0,88.7124099,9.3997397
791,3.371927137,9.122459,0,0,0,0,86.4379055,9.1261325
792,3.245939837,8.937662,0,0,0,0,84.101837,8.8378349
793,3.11268216,8.752863,0,0,0,0,81.6096112,8.5529804
794,2.927449617,8.568065,0,0,0,0,79.076043,8.2993428
795,2.89410597,8.383266,0,0,0,0,76.611229,7.9988799
796,2.824764032,8.198468,0,0,0,0,74.0423849,7.7629166
797,2.798115531,8.01367,0,0,0,0,71.3569284,7.5145583
798,2.660827298,7.828871,0,0,0,0,68.6184459,7.2521984
799,2.615532819,7.644073,0,0,0,0,65.9377078,7.0368934
800,2.570440825,7.459275,0,0,0,0,63.3416767,6.7850921
801,0,7.274477,0,0,0,0,60.6674546,6.585166
802,0,7.089678,0,0,0,0,58.0451351,6.3898306
803,0,6.904881,0,0,0,0,55.527969,6.1919704
804,0,6.720082,0,0,0,0,53.1876314,6.0214249
805,0,6.535283,0,0,0,0,50.9135765,5.8299917
806,0,6.350485,0,0,0,0,48.6615408,5.6445264
807,0,6.165687,0,0,0,0,46.6303723,5.4604383
808,0,5.980889,0,0,0,0,44.5432567,5.2933359
809,0,5.79609,0,0,0,0,42.6570111,5.13289
810,0,5.611292,0,0,0,0,40.7458253,5.0015953
811,0,5.426494,0,0,0,0,38.9631603,4.866628
812,0,5.241695,0,0,0,0,37.3045225,4.7295948
813,0,5.056897,0,0,0,0,35.7117179,4.591414
814,0,4.872099,0,0,0,0,34.258219,4.4777935
815,0,4.6873,0,0,0,0,32.8763953,4.3687638
816,0,4.502502,0,0,0,0,31.5419805,4.293935
817,0,4.317704,0,0,0,0,30.1972301,4.1791668
818,0,4.132906,0,0,0,0,29.0079629,4.0843684
819,0,3.948107,0,0,0,0,27.8366707,3.9663867
820,0,3.763309,0,0,0,0,26.6984074,3.8598819
821,0,3.578511,0,0,0,0,25.6102493,3.7437365
822,0,3.393713,0,0,0,0,24.4513149,3.6572014
823,0,3.341391,0,0,0,0,23.4564018,3.5612552
824,0,3.240739,0,0,0,0,22.5486672,3.4696702
825,0,2.908623,0,0,0,0,21.7734977,3.3725764
826,0,2.979067,0,0,0,0,21.050905,3.309913
827,0,2.672097,0,0,0,0,20.3247173,3.2369204
828,0,2.495972,0,0,0,0,19.6468373,3.1568123
829,0,2.591595,0,0,0,0,18.9961444,3.0904763
830,0,2.199078,0,0,0,0,18.4553233,3.0245994
831,0,2.128618,0,0,0,0,17.8610267,2.9408187
832,0,2.183974,0,0,0,0,17.5239965,2.8859595
833,0,2.078309,0,0,0,0,17.1301206,2.8216893
834,0,1.912243,0,0,0,0,16.7227635,2.7647643
835,0,1.836754,0,0,0,0,16.3987651,2.7014123
836,0,1.721013,0,0,0,0,16.1630687,2.6440283
837,0,1.509662,0,0,0,0,15.8568206,2.5753969
838,0,1.519727,0,0,0,0,15.4609225,2.5088314
839,0,1.499598,0,0,0,0,15.1398451,2.4636128
840,0,1.429147,0,0,0,0,14.8023655,2.4154101
841,0,1.434179,0,0,0,0,14.6053152,2.3807502
842,0,1.414051,0,0,0,0,14.4356767,2.3256615
843,0,1.212763,0,0,0,0,13.9438373,2.2758521
844,0,1.061796,0,0,0,0,13.6171427,2.240733
845,0,1.11715,0,0,0,0,13.4165536,2.2072208
846,0,1.11715,0,0,0,0,13.2711046,2.1902351
847,0,0.805153,0,0,0,0,13.1266514,2.1760899
848,0,1.016506,0,0,0,0,12.9614567,2.1682324
849,0,0.8907007,0,0,0,0,12.7648215,2.1698063
850,0,0.9208947,0,0,0,0,12.6484538,2.1286275
851,0,0,0,0,0,0,0,0
852,0,0,0,0,0,0,0,0
853,0,0,0,0,0,0,0,0
854,0,0,0,0,0,0,0,0
855,0,0,0,0,0,0,0,0
856,0,0,0,0,0,0,0,0
857,0,0,0,0,0,0,0,0
858,0,0,0,0,0,0,0,0
859,0,0,0,0,0,0,0,0
860,0,0,0,0,0,0,0,0
861,0,0,0,0,0,0,0,0
862,0,0,0,0,0,0,0,0
863,0,0,0,0,0,0,0,0
864,0,0,0,0,0,0,0,0
865,0,0,0,0,0,0,0,0
866,0,0,0,0,0,0,0,0
867,0,0,0,0,0,0,0,0
868,0,0,0,0,0,0,0,0
869,0,0,0,0,0,0,0,0
870,0,0,0,0,0,0,0,0
871,0,0,0,0,0,0,0,0
872,0,0,0,0,0,0,0,0
873,0,0,0,0,0,0,0,0
874,0,0,0,0,0,0,0,0
875,0,0,0,0,0,0,0,0
876,0,0,0,0,0,0,0,0
877,0,0,0,0,0,0,0,0
878,0,0,0,0,0,0,0,0
879,0,0,0,0,0,0,0,0
880,0,0,0,0,0,0,0,0
881,0,0,0,0,0,0,0,0
882,0,0,0,0,0,0,0,0
883,0,0,0,0,0,0,0,0
884,0,0,0,0,0,0,0,0
885,0,0,0,0,0,0,0,0
886,0,0,0,0,0,0,0,0
887,0,0,0,0,0,0,0,0
888,0,0,0,0,0,0,0,0
889,0,0,0,0,0,0,0,0
890,0,0,0,0,0,0,0,0
891,0,0,0,0,0,0,0,0
892,0,0,0,0,0,0,0,0
893,0,0,0,0,0,0,0,0
894,0,0,0,0,0,0,0,0
895,0,0,0,0,0,0,0,0
896,0,0,0,0,0,0,0,0
897,0,0,0,0,0,0,0,0
898,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0
900,0,0,0,0,0,0,0,0
901,0,0,0,0,0,0,0,0
902,0,0,0,0,0,0,0,0
903,0,0,0,0,0,0,0,0
904,0,0,0,0,0,0,0,0
905,0,0,0,0,0,0,0,0
906,0,0,0,0,0,0,0,0
907,0,0,0,0,0,0,0,0
908,0,0,0,0,0,0,0,0
909,0,0,0,0,0,0,0,0
910,0,0,0,0,0,0,0,0
911,0,0,0,0,0,0,0,0
912,0,0,0,0,0,0,0,0
913,0,0,0,0,0,0,0,0
914,0,0,0,0,0,0,0,0
915,0,0,0,0,0,0,0,0
916,0,0,0,0,0,0,0,0
917,0,0,0,0,0,0,0,0
918,0,0,0,0,0,0,0,0
919,0,0,0,0,0,0,0,0
920,0,0,0,0,0,0,0,0
921,0,0,0,0,0,0,0,0
922,0,0,0,0,0,0,0,0
923,0,0,0,0,0,0,0,0
924,0,0,0,0,0,0,0,0
925,0,0,0,0,0,0,0,0
926,0,0,0,0,0,0,0,0
927,0,0,0,0,0,0,0,0
928,0,0,0,0,0,0,0,0
929,0,0,0,0,0,0,0,0
930,0,0,0,0,0,0,0,0
931,0,0,0,0,0,0,0,0
932,0,0,0,0,0,0,0,0
933,0,0,0,0,0,0,0,0
934,0,0,0,0,0,0,0,0
935,0,0,0,0,0,0,0,0
936,0,0,0,0,0,0,0,0
937,0,0,0,0,0,0,0,0
938,0,0,0,0,0,0,0,0
939,0,0,0,0,0,0,0,0
940,0,0,0,0,0,0,0,0
941,0,0,0,0,0,0,0,0
942,0,0,0,0,0,0,0,0
943,0,0,0,0,0,0,0,0
944,0,0,0,0,0,0,0,0
945,0,0,0,0,0,0,0,0
946,0,0,0,0,0,0,0,0
947,0,0,0,0,0,0,0,0
948,0,0,0,0,0,0,0,0
949,0,0,0,0,0,0,0,0
950,0,0,0,0,0,0,0,0
951,0,0,0,0,0,0,0,0
952,0,0,0,0,0,0,0,0
953,0,0,0,0,0,0,0,0
954,0,0,0,0,0,0,0,0
955,0,0,0,0,0,0,0,0
956,0,0,0,0,0,0,0,0
957,0,0,0,0,0,0,0,0
958,0,0,0,0,0,0,0,0
959,0,0,0,0,0,0,0,0
960,0,0,0,0,0,0,0,0
961,0,0,0,0,0,0,0,0
962,0,0,0,0,0,0,0,0
963,0,0,0,0,0,0,0,0
964,0,0,0,0,0,0,0,0
965,0,0,0,0,0,0,0,0
966,0,0,0,0,0,0,0,0
967,0,0,0,0,0,0,0,0
968,0,0,0,0,0,0,0,0
969,0,0,0,0,0,0,0,0
970,0,0,0,0,0,0,0,0
971,0,0,0,0,0,0,0,0
972,0,0,0,0,0,0,0,0
973,0,0,0,0,0,0,0,0
974,0,0,0,0,0,0,0,0
975,0,0,0,0,0,0,0,0
976,0,0,0,0,0,0,0,0
977,0,0,0,0,0,0,0,0
978,0,0,0,0,0,0,0,0
979,0,0,0,0,0,0,0,0
980,0,0,0,0,0,0,0,0
981,0,0,0,0,0,0,0,0
982,0,0,0,0,0,0,0,0
983,0,0,0,0,0,0,0,0
984,0,0,0,0,0,0,0,0
985,0,0,0,0,0,0,0,0
986,0,0,0,0,0,0,0,0
987,0,0,0,0,0,0,0,0
988,0,0,0,0,0,0,0,0
989,0,0,0,0,0,0,0,0
990,0,0,0,0,0,0,0,0
991,0,0,0,0,0,0,0,0
992,0,0,0,0,0,0,0,0
993,0,0,0,0,0,0,0,0
994,0,0,0,0,0,0,0,0
995,0,0,0,0,0,0,0,0
996,0,0,0,0,0,0,0,0
997,0,0,0,0,0,0,0,0
998,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0
